Mes,Unidad,Sucursal,Perspectiva,Indicador,Valor,Unidad de Medida
2025-04,Oficial 015,Sucursal 05,Calidad,Tasa de rechazo,97.23,%
2025-04,Oficial 015,Sucursal 05,Calidad,Cumplimiento de normativa,86.58,Horas
2025-04,Oficial 015,Sucursal 05,Experiencia,Satisfacción del cliente,86.49,Puntos
2025-04,Oficial 015,Sucursal 05,Experiencia,Tasa de reclamos,83.01,%
2025-04,Oficial 015,Sucursal 05,Experiencia,Tiempo de espera,97.49,Horas
2025-04,Oficial 016,Sucursal 06,Eficiencia,Tiempo de procesamiento,94.93,Horas
2025-04,Oficial 016,Sucursal 06,Eficiencia,Clientes atendidos por hora,72.83,Horas
2025-04,Oficial 016,Sucursal 06,Eficiencia,Tasa de errores,85.07,%
2025-04,Oficial 016,Sucursal 06,Calidad,Revisión manual necesaria,80.2,Horas
2025-04,Oficial 016,Sucursal 06,Calidad,Tasa de rechazo,95.74,%
2025-04,Oficial 016,Sucursal 06,Calidad,Cumplimiento de normativa,61.28,Horas
2025-04,Oficial 016,Sucursal 06,Experiencia,Satisfacción del cliente,83.73,Puntos
2025-04,Oficial 016,Sucursal 06,Experiencia,Tasa de reclamos,70.19,%
2025-04,Oficial 016,Sucursal 06,Experiencia,Tiempo de espera,77.2,Horas
2025-04,Oficial 017,Sucursal 06,Eficiencia,Tiempo de procesamiento,68.29,Horas
2025-04,Oficial 017,Sucursal 06,Eficiencia,Clientes atendidos por hora,98.96,Horas
2025-04,Oficial 017,Sucursal 06,Eficiencia,Tasa de errores,84.9,%
2025-04,Oficial 017,Sucursal 06,Calidad,Revisión manual necesaria,80.15,Horas
2025-04,Oficial 017,Sucursal 06,Calidad,Tasa de rechazo,62.3,%
2025-04,Oficial 017,Sucursal 06,Calidad,Cumplimiento de normativa,92.26,Horas
2025-04,Oficial 017,Sucursal 06,Experiencia,Satisfacción del cliente,95.2,Puntos
2025-04,Oficial 017,Sucursal 06,Experiencia,Tasa de reclamos,97.01,%
2025-04,Oficial 017,Sucursal 06,Experiencia,Tiempo de espera,64.85,Horas
2025-04,Oficial 018,Sucursal 06,Eficiencia,Tiempo de procesamiento,71.05,Horas
2025-04,Oficial 018,Sucursal 06,Eficiencia,Clientes atendidos por hora,96.77,Horas
2025-04,Oficial 018,Sucursal 06,Eficiencia,Tasa de errores,96.19,%
2025-04,Oficial 018,Sucursal 06,Calidad,Revisión manual necesaria,62.11,Horas
2025-04,Oficial 018,Sucursal 06,Calidad,Tasa de rechazo,77.59,%
2025-04,Oficial 018,Sucursal 06,Calidad,Cumplimiento de normativa,90.63,Horas
2025-04,Oficial 018,Sucursal 06,Experiencia,Satisfacción del cliente,70.38,Puntos
2025-04,Oficial 018,Sucursal 06,Experiencia,Tasa de reclamos,84.37,%
2025-04,Oficial 018,Sucursal 06,Experiencia,Tiempo de espera,66.37,Horas
2025-04,Oficial 019,Sucursal 07,Eficiencia,Tiempo de procesamiento,69.07,Horas
2025-04,Oficial 019,Sucursal 07,Eficiencia,Clientes atendidos por hora,75.0,Horas
2025-04,Oficial 019,Sucursal 07,Eficiencia,Tasa de errores,67.83,%
2025-04,Oficial 019,Sucursal 07,Calidad,Revisión manual necesaria,75.42,Horas
2025-04,Oficial 019,Sucursal 07,Calidad,Tasa de rechazo,68.67,%
2025-04,Oficial 019,Sucursal 07,Calidad,Cumplimiento de normativa,64.06,Horas
2025-04,Oficial 019,Sucursal 07,Experiencia,Satisfacción del cliente,90.75,Puntos
2025-04,Oficial 019,Sucursal 07,Experiencia,Tasa de reclamos,93.56,%
2025-04,Oficial 019,Sucursal 07,Experiencia,Tiempo de espera,77.21,Horas
2025-04,Oficial 020,Sucursal 07,Eficiencia,Tiempo de procesamiento,84.29,Horas
2025-04,Oficial 020,Sucursal 07,Eficiencia,Clientes atendidos por hora,60.57,Horas
2025-04,Oficial 020,Sucursal 07,Eficiencia,Tasa de errores,69.31,%
2025-04,Oficial 020,Sucursal 07,Calidad,Revisión manual necesaria,68.08,Horas
2025-04,Oficial 020,Sucursal 07,Calidad,Tasa de rechazo,95.48,%
2025-04,Oficial 020,Sucursal 07,Calidad,Cumplimiento de normativa,83.12,Horas
2025-04,Oficial 020,Sucursal 07,Experiencia,Satisfacción del cliente,76.81,Puntos
2025-04,Oficial 020,Sucursal 07,Experiencia,Tasa de reclamos,84.23,%
2025-04,Oficial 020,Sucursal 07,Experiencia,Tiempo de espera,63.68,Horas
2025-04,Oficial 021,Sucursal 07,Eficiencia,Tiempo de procesamiento,86.77,Horas
2025-04,Oficial 021,Sucursal 07,Eficiencia,Clientes atendidos por hora,64.7,Horas
2025-04,Oficial 021,Sucursal 07,Eficiencia,Tasa de errores,79.69,%
2025-04,Oficial 021,Sucursal 07,Calidad,Revisión manual necesaria,80.19,Horas
2025-04,Oficial 021,Sucursal 07,Calidad,Tasa de rechazo,60.36,%
2025-04,Oficial 021,Sucursal 07,Calidad,Cumplimiento de normativa,62.45,Horas
2025-04,Oficial 021,Sucursal 07,Experiencia,Satisfacción del cliente,84.28,Puntos
2025-04,Oficial 021,Sucursal 07,Experiencia,Tasa de reclamos,82.8,%
2025-04,Oficial 021,Sucursal 07,Experiencia,Tiempo de espera,93.95,Horas
2025-04,Oficial 022,Sucursal 08,Eficiencia,Tiempo de procesamiento,60.59,Horas
2025-04,Oficial 022,Sucursal 08,Eficiencia,Clientes atendidos por hora,70.56,Horas
2025-04,Oficial 022,Sucursal 08,Eficiencia,Tasa de errores,63.27,%
2025-04,Oficial 022,Sucursal 08,Calidad,Revisión manual necesaria,88.19,Horas
2025-04,Oficial 022,Sucursal 08,Calidad,Tasa de rechazo,89.92,%
2025-04,Oficial 022,Sucursal 08,Calidad,Cumplimiento de normativa,84.86,Horas
2025-04,Oficial 022,Sucursal 08,Experiencia,Satisfacción del cliente,76.88,Puntos
2025-04,Oficial 022,Sucursal 08,Experiencia,Tasa de reclamos,75.98,%
2025-04,Oficial 022,Sucursal 08,Experiencia,Tiempo de espera,88.68,Horas
2025-04,Oficial 023,Sucursal 08,Eficiencia,Tiempo de procesamiento,89.74,Horas
2025-04,Oficial 023,Sucursal 08,Eficiencia,Clientes atendidos por hora,96.3,Horas
2025-04,Oficial 023,Sucursal 08,Eficiencia,Tasa de errores,91.01,%
2025-04,Oficial 023,Sucursal 08,Calidad,Revisión manual necesaria,86.27,Horas
2025-04,Oficial 023,Sucursal 08,Calidad,Tasa de rechazo,82.61,%
2025-04,Oficial 023,Sucursal 08,Calidad,Cumplimiento de normativa,85.08,Horas
2025-04,Oficial 023,Sucursal 08,Experiencia,Satisfacción del cliente,66.61,Puntos
2025-04,Oficial 023,Sucursal 08,Experiencia,Tasa de reclamos,61.22,%
2025-04,Oficial 023,Sucursal 08,Experiencia,Tiempo de espera,92.66,Horas
2025-04,Oficial 024,Sucursal 08,Eficiencia,Tiempo de procesamiento,74.28,Horas
2025-04,Oficial 024,Sucursal 08,Eficiencia,Clientes atendidos por hora,66.3,Horas
2025-04,Oficial 024,Sucursal 08,Eficiencia,Tasa de errores,92.09,%
2025-04,Oficial 024,Sucursal 08,Calidad,Revisión manual necesaria,84.2,Horas
2025-04,Oficial 024,Sucursal 08,Calidad,Tasa de rechazo,70.04,%
2025-04,Oficial 024,Sucursal 08,Calidad,Cumplimiento de normativa,91.58,Horas
2025-04,Oficial 024,Sucursal 08,Experiencia,Satisfacción del cliente,93.1,Puntos
2025-04,Oficial 024,Sucursal 08,Experiencia,Tasa de reclamos,90.08,%
2025-04,Oficial 024,Sucursal 08,Experiencia,Tiempo de espera,60.48,Horas
2025-04,Oficial 025,Sucursal 09,Eficiencia,Tiempo de procesamiento,74.08,Horas
2025-04,Oficial 025,Sucursal 09,Eficiencia,Clientes atendidos por hora,87.91,Horas
2025-04,Oficial 025,Sucursal 09,Eficiencia,Tasa de errores,84.64,%
2025-04,Oficial 025,Sucursal 09,Calidad,Revisión manual necesaria,61.61,Horas
2025-04,Oficial 025,Sucursal 09,Calidad,Tasa de rechazo,83.29,%
2025-04,Oficial 025,Sucursal 09,Calidad,Cumplimiento de normativa,60.32,Horas
2025-04,Oficial 025,Sucursal 09,Experiencia,Satisfacción del cliente,93.16,Puntos
2025-04,Oficial 025,Sucursal 09,Experiencia,Tasa de reclamos,81.67,%
2025-04,Oficial 025,Sucursal 09,Experiencia,Tiempo de espera,84.01,Horas
2025-04,Oficial 026,Sucursal 09,Eficiencia,Tiempo de procesamiento,94.9,Horas
2025-04,Oficial 026,Sucursal 09,Eficiencia,Clientes atendidos por hora,82.43,Horas
2025-04,Oficial 026,Sucursal 09,Eficiencia,Tasa de errores,87.5,%
2025-04,Oficial 026,Sucursal 09,Calidad,Revisión manual necesaria,89.59,Horas
2025-04,Oficial 026,Sucursal 09,Calidad,Tasa de rechazo,71.36,%
2025-04,Oficial 026,Sucursal 09,Calidad,Cumplimiento de normativa,81.12,Horas
2025-04,Oficial 026,Sucursal 09,Experiencia,Satisfacción del cliente,95.8,Puntos
2025-04,Oficial 026,Sucursal 09,Experiencia,Tasa de reclamos,72.4,%
2025-04,Oficial 026,Sucursal 09,Experiencia,Tiempo de espera,84.81,Horas
2025-04,Oficial 027,Sucursal 09,Eficiencia,Tiempo de procesamiento,80.43,Horas
2025-04,Oficial 027,Sucursal 09,Eficiencia,Clientes atendidos por hora,63.18,Horas
2025-04,Oficial 027,Sucursal 09,Eficiencia,Tasa de errores,72.4,%
2025-04,Oficial 027,Sucursal 09,Calidad,Revisión manual necesaria,95.79,Horas
2025-04,Oficial 027,Sucursal 09,Calidad,Tasa de rechazo,91.96,%
2025-04,Oficial 027,Sucursal 09,Calidad,Cumplimiento de normativa,87.1,Horas
2025-04,Oficial 027,Sucursal 09,Experiencia,Satisfacción del cliente,85.62,Puntos
2025-04,Oficial 027,Sucursal 09,Experiencia,Tasa de reclamos,91.37,%
2025-04,Oficial 027,Sucursal 09,Experiencia,Tiempo de espera,60.57,Horas
2025-04,Oficial 028,Sucursal 10,Eficiencia,Tiempo de procesamiento,88.11,Horas
2025-04,Oficial 028,Sucursal 10,Eficiencia,Clientes atendidos por hora,64.16,Horas
2025-04,Oficial 028,Sucursal 10,Eficiencia,Tasa de errores,91.78,%
2025-04,Oficial 028,Sucursal 10,Calidad,Revisión manual necesaria,60.68,Horas
2025-04,Oficial 028,Sucursal 10,Calidad,Tasa de rechazo,73.31,%
2025-04,Oficial 028,Sucursal 10,Calidad,Cumplimiento de normativa,69.39,Horas
2025-04,Oficial 028,Sucursal 10,Experiencia,Satisfacción del cliente,68.8,Puntos
2025-04,Oficial 028,Sucursal 10,Experiencia,Tasa de reclamos,99.13,%
2025-04,Oficial 028,Sucursal 10,Experiencia,Tiempo de espera,68.17,Horas
2025-04,Oficial 029,Sucursal 10,Eficiencia,Tiempo de procesamiento,63.42,Horas
2025-04,Oficial 029,Sucursal 10,Eficiencia,Clientes atendidos por hora,93.83,Horas
2025-04,Oficial 029,Sucursal 10,Eficiencia,Tasa de errores,81.68,%
2025-04,Oficial 029,Sucursal 10,Calidad,Revisión manual necesaria,75.22,Horas
2025-04,Oficial 029,Sucursal 10,Calidad,Tasa de rechazo,88.83,%
2025-04,Oficial 029,Sucursal 10,Calidad,Cumplimiento de normativa,79.44,Horas
2025-04,Oficial 029,Sucursal 10,Experiencia,Satisfacción del cliente,85.49,Puntos
2025-04,Oficial 029,Sucursal 10,Experiencia,Tasa de reclamos,66.18,%
2025-04,Oficial 029,Sucursal 10,Experiencia,Tiempo de espera,61.36,Horas
2025-04,Oficial 030,Sucursal 10,Eficiencia,Tiempo de procesamiento,76.9,Horas
2025-04,Oficial 030,Sucursal 10,Eficiencia,Clientes atendidos por hora,92.2,Horas
2025-04,Oficial 030,Sucursal 10,Eficiencia,Tasa de errores,74.78,%
2025-04,Oficial 030,Sucursal 10,Calidad,Revisión manual necesaria,83.41,Horas
2025-04,Oficial 030,Sucursal 10,Calidad,Tasa de rechazo,77.18,%
2025-04,Oficial 030,Sucursal 10,Calidad,Cumplimiento de normativa,81.28,Horas
2025-04,Oficial 030,Sucursal 10,Experiencia,Satisfacción del cliente,96.2,Puntos
2025-04,Oficial 030,Sucursal 10,Experiencia,Tasa de reclamos,89.05,%
2025-04,Oficial 030,Sucursal 10,Experiencia,Tiempo de espera,76.39,Horas
2025-04,Oficial 031,Sucursal 11,Eficiencia,Tiempo de procesamiento,63.68,Horas
2025-04,Oficial 031,Sucursal 11,Eficiencia,Clientes atendidos por hora,66.79,Horas
2025-04,Oficial 031,Sucursal 11,Eficiencia,Tasa de errores,67.11,%
2025-04,Oficial 031,Sucursal 11,Calidad,Revisión manual necesaria,83.15,Horas
2025-04,Oficial 031,Sucursal 11,Calidad,Tasa de rechazo,67.91,%
2025-04,Oficial 031,Sucursal 11,Calidad,Cumplimiento de normativa,70.71,Horas
2025-04,Oficial 031,Sucursal 11,Experiencia,Satisfacción del cliente,85.96,Puntos
2025-04,Oficial 031,Sucursal 11,Experiencia,Tasa de reclamos,64.36,%
2025-04,Oficial 031,Sucursal 11,Experiencia,Tiempo de espera,66.7,Horas
2025-04,Oficial 032,Sucursal 11,Eficiencia,Tiempo de procesamiento,85.78,Horas
2025-04,Oficial 032,Sucursal 11,Eficiencia,Clientes atendidos por hora,95.42,Horas
2025-04,Oficial 032,Sucursal 11,Eficiencia,Tasa de errores,81.7,%
2025-04,Oficial 032,Sucursal 11,Calidad,Revisión manual necesaria,96.36,Horas
2025-04,Oficial 032,Sucursal 11,Calidad,Tasa de rechazo,65.81,%
2025-04,Oficial 032,Sucursal 11,Calidad,Cumplimiento de normativa,88.73,Horas
2025-04,Oficial 032,Sucursal 11,Experiencia,Satisfacción del cliente,67.54,Puntos
2025-04,Oficial 032,Sucursal 11,Experiencia,Tasa de reclamos,95.26,%
2025-04,Oficial 032,Sucursal 11,Experiencia,Tiempo de espera,67.25,Horas
2025-04,Oficial 033,Sucursal 11,Eficiencia,Tiempo de procesamiento,85.46,Horas
2025-04,Oficial 033,Sucursal 11,Eficiencia,Clientes atendidos por hora,66.24,Horas
2025-04,Oficial 033,Sucursal 11,Eficiencia,Tasa de errores,83.49,%
2025-04,Oficial 033,Sucursal 11,Calidad,Revisión manual necesaria,86.05,Horas
2025-04,Oficial 033,Sucursal 11,Calidad,Tasa de rechazo,93.2,%
2025-04,Oficial 033,Sucursal 11,Calidad,Cumplimiento de normativa,72.44,Horas
2025-04,Oficial 033,Sucursal 11,Experiencia,Satisfacción del cliente,93.64,Puntos
2025-04,Oficial 033,Sucursal 11,Experiencia,Tasa de reclamos,61.75,%
2025-04,Oficial 033,Sucursal 11,Experiencia,Tiempo de espera,86.39,Horas
2025-04,Oficial 034,Sucursal 12,Eficiencia,Tiempo de procesamiento,67.46,Horas
2025-04,Oficial 034,Sucursal 12,Eficiencia,Clientes atendidos por hora,79.73,Horas
2025-04,Oficial 034,Sucursal 12,Eficiencia,Tasa de errores,67.38,%
2025-04,Oficial 034,Sucursal 12,Calidad,Revisión manual necesaria,96.73,Horas
2025-04,Oficial 034,Sucursal 12,Calidad,Tasa de rechazo,97.41,%
2025-04,Oficial 034,Sucursal 12,Calidad,Cumplimiento de normativa,99.73,Horas
2025-04,Oficial 034,Sucursal 12,Experiencia,Satisfacción del cliente,73.99,Puntos
2025-04,Oficial 034,Sucursal 12,Experiencia,Tasa de reclamos,76.55,%
2025-04,Oficial 034,Sucursal 12,Experiencia,Tiempo de espera,99.1,Horas
2025-04,Oficial 035,Sucursal 12,Eficiencia,Tiempo de procesamiento,80.62,Horas
2025-04,Oficial 035,Sucursal 12,Eficiencia,Clientes atendidos por hora,86.73,Horas
2025-04,Oficial 035,Sucursal 12,Eficiencia,Tasa de errores,91.17,%
2025-04,Oficial 035,Sucursal 12,Calidad,Revisión manual necesaria,60.59,Horas
2025-04,Oficial 035,Sucursal 12,Calidad,Tasa de rechazo,79.29,%
2025-04,Oficial 035,Sucursal 12,Calidad,Cumplimiento de normativa,84.84,Horas
2025-04,Oficial 035,Sucursal 12,Experiencia,Satisfacción del cliente,92.12,Puntos
2025-04,Oficial 035,Sucursal 12,Experiencia,Tasa de reclamos,61.13,%
2025-04,Oficial 035,Sucursal 12,Experiencia,Tiempo de espera,99.27,Horas
2025-04,Oficial 036,Sucursal 12,Eficiencia,Tiempo de procesamiento,72.43,Horas
2025-04,Oficial 036,Sucursal 12,Eficiencia,Clientes atendidos por hora,82.28,Horas
2025-04,Oficial 036,Sucursal 12,Eficiencia,Tasa de errores,94.22,%
2025-04,Oficial 036,Sucursal 12,Calidad,Revisión manual necesaria,67.71,Horas
2025-04,Oficial 036,Sucursal 12,Calidad,Tasa de rechazo,68.36,%
2025-04,Oficial 036,Sucursal 12,Calidad,Cumplimiento de normativa,61.64,Horas
2025-04,Oficial 036,Sucursal 12,Experiencia,Satisfacción del cliente,96.65,Puntos
2025-04,Oficial 036,Sucursal 12,Experiencia,Tasa de reclamos,80.26,%
2025-04,Oficial 036,Sucursal 12,Experiencia,Tiempo de espera,78.31,Horas
2025-04,Oficial 037,Sucursal 13,Eficiencia,Tiempo de procesamiento,75.8,Horas
2025-04,Oficial 037,Sucursal 13,Eficiencia,Clientes atendidos por hora,76.17,Horas
2025-04,Oficial 037,Sucursal 13,Eficiencia,Tasa de errores,99.03,%
2025-04,Oficial 037,Sucursal 13,Calidad,Revisión manual necesaria,98.59,Horas
2025-04,Oficial 037,Sucursal 13,Calidad,Tasa de rechazo,77.74,%
2025-04,Oficial 037,Sucursal 13,Calidad,Cumplimiento de normativa,90.7,Horas
2025-04,Oficial 037,Sucursal 13,Experiencia,Satisfacción del cliente,97.3,Puntos
2025-04,Oficial 037,Sucursal 13,Experiencia,Tasa de reclamos,98.9,%
2025-04,Oficial 037,Sucursal 13,Experiencia,Tiempo de espera,68.9,Horas
2025-04,Oficial 038,Sucursal 13,Eficiencia,Tiempo de procesamiento,99.11,Horas
2025-04,Oficial 038,Sucursal 13,Eficiencia,Clientes atendidos por hora,88.97,Horas
2025-04,Oficial 038,Sucursal 13,Eficiencia,Tasa de errores,93.35,%
2025-04,Oficial 038,Sucursal 13,Calidad,Revisión manual necesaria,63.58,Horas
2025-04,Oficial 038,Sucursal 13,Calidad,Tasa de rechazo,77.84,%
2025-04,Oficial 038,Sucursal 13,Calidad,Cumplimiento de normativa,98.19,Horas
2025-04,Oficial 038,Sucursal 13,Experiencia,Satisfacción del cliente,87.51,Puntos
2025-04,Oficial 038,Sucursal 13,Experiencia,Tasa de reclamos,93.51,%
2025-04,Oficial 038,Sucursal 13,Experiencia,Tiempo de espera,91.19,Horas
2025-04,Oficial 039,Sucursal 13,Eficiencia,Tiempo de procesamiento,62.93,Horas
2025-04,Oficial 039,Sucursal 13,Eficiencia,Clientes atendidos por hora,77.54,Horas
2025-04,Oficial 039,Sucursal 13,Eficiencia,Tasa de errores,64.89,%
2025-04,Oficial 039,Sucursal 13,Calidad,Revisión manual necesaria,72.78,Horas
2025-04,Oficial 039,Sucursal 13,Calidad,Tasa de rechazo,82.34,%
2025-04,Oficial 039,Sucursal 13,Calidad,Cumplimiento de normativa,73.35,Horas
2025-04,Oficial 039,Sucursal 13,Experiencia,Satisfacción del cliente,89.41,Puntos
2025-04,Oficial 039,Sucursal 13,Experiencia,Tasa de reclamos,67.26,%
2025-04,Oficial 039,Sucursal 13,Experiencia,Tiempo de espera,97.42,Horas
2025-04,Oficial 040,Sucursal 14,Eficiencia,Tiempo de procesamiento,98.83,Horas
2025-04,Oficial 040,Sucursal 14,Eficiencia,Clientes atendidos por hora,96.27,Horas
2025-04,Oficial 040,Sucursal 14,Eficiencia,Tasa de errores,64.26,%
2025-04,Oficial 040,Sucursal 14,Calidad,Revisión manual necesaria,88.17,Horas
2025-04,Oficial 040,Sucursal 14,Calidad,Tasa de rechazo,95.49,%
2025-04,Oficial 040,Sucursal 14,Calidad,Cumplimiento de normativa,76.15,Horas
2025-04,Oficial 040,Sucursal 14,Experiencia,Satisfacción del cliente,61.57,Puntos
2025-04,Oficial 040,Sucursal 14,Experiencia,Tasa de reclamos,71.69,%
2025-04,Oficial 040,Sucursal 14,Experiencia,Tiempo de espera,95.68,Horas
2025-04,Oficial 041,Sucursal 14,Eficiencia,Tiempo de procesamiento,67.24,Horas
2025-04,Oficial 041,Sucursal 14,Eficiencia,Clientes atendidos por hora,89.37,Horas
2025-04,Oficial 041,Sucursal 14,Eficiencia,Tasa de errores,94.04,%
2025-04,Oficial 041,Sucursal 14,Calidad,Revisión manual necesaria,87.33,Horas
2025-04,Oficial 041,Sucursal 14,Calidad,Tasa de rechazo,86.04,%
2025-04,Oficial 041,Sucursal 14,Calidad,Cumplimiento de normativa,87.48,Horas
2025-04,Oficial 041,Sucursal 14,Experiencia,Satisfacción del cliente,67.72,Puntos
2025-04,Oficial 041,Sucursal 14,Experiencia,Tasa de reclamos,66.84,%
2025-04,Oficial 041,Sucursal 14,Experiencia,Tiempo de espera,93.95,Horas
2025-04,Oficial 042,Sucursal 14,Eficiencia,Tiempo de procesamiento,70.38,Horas
2025-04,Oficial 042,Sucursal 14,Eficiencia,Clientes atendidos por hora,82.09,Horas
2025-04,Oficial 042,Sucursal 14,Eficiencia,Tasa de errores,86.63,%
2025-04,Oficial 042,Sucursal 14,Calidad,Revisión manual necesaria,71.47,Horas
2025-04,Oficial 042,Sucursal 14,Calidad,Tasa de rechazo,93.96,%
2025-04,Oficial 042,Sucursal 14,Calidad,Cumplimiento de normativa,92.29,Horas
2025-04,Oficial 042,Sucursal 14,Experiencia,Satisfacción del cliente,78.05,Puntos
2025-04,Oficial 042,Sucursal 14,Experiencia,Tasa de reclamos,76.08,%
2025-04,Oficial 042,Sucursal 14,Experiencia,Tiempo de espera,62.64,Horas
2025-04,Oficial 043,Sucursal 15,Eficiencia,Tiempo de procesamiento,65.38,Horas
2025-04,Oficial 043,Sucursal 15,Eficiencia,Clientes atendidos por hora,79.78,Horas
2025-04,Oficial 043,Sucursal 15,Eficiencia,Tasa de errores,98.59,%
2025-04,Oficial 043,Sucursal 15,Calidad,Revisión manual necesaria,71.4,Horas
2025-04,Oficial 043,Sucursal 15,Calidad,Tasa de rechazo,97.65,%
2025-04,Oficial 043,Sucursal 15,Calidad,Cumplimiento de normativa,73.32,Horas
2025-04,Oficial 043,Sucursal 15,Experiencia,Satisfacción del cliente,98.5,Puntos
2025-04,Oficial 043,Sucursal 15,Experiencia,Tasa de reclamos,95.72,%
2025-04,Oficial 043,Sucursal 15,Experiencia,Tiempo de espera,88.09,Horas
2025-04,Oficial 044,Sucursal 15,Eficiencia,Tiempo de procesamiento,98.37,Horas
2025-04,Oficial 044,Sucursal 15,Eficiencia,Clientes atendidos por hora,75.26,Horas
2025-04,Oficial 044,Sucursal 15,Eficiencia,Tasa de errores,87.7,%
2025-04,Oficial 044,Sucursal 15,Calidad,Revisión manual necesaria,88.69,Horas
2025-04,Oficial 044,Sucursal 15,Calidad,Tasa de rechazo,76.09,%
2025-04,Oficial 044,Sucursal 15,Calidad,Cumplimiento de normativa,64.94,Horas
2025-04,Oficial 044,Sucursal 15,Experiencia,Satisfacción del cliente,92.55,Puntos
2025-04,Oficial 044,Sucursal 15,Experiencia,Tasa de reclamos,94.03,%
2025-04,Oficial 044,Sucursal 15,Experiencia,Tiempo de espera,75.32,Horas
2025-04,Oficial 045,Sucursal 15,Eficiencia,Tiempo de procesamiento,66.95,Horas
2025-04,Oficial 045,Sucursal 15,Eficiencia,Clientes atendidos por hora,95.8,Horas
2025-04,Oficial 045,Sucursal 15,Eficiencia,Tasa de errores,84.64,%
2025-04,Oficial 045,Sucursal 15,Calidad,Revisión manual necesaria,60.43,Horas
2025-04,Oficial 045,Sucursal 15,Calidad,Tasa de rechazo,76.73,%
2025-04,Oficial 045,Sucursal 15,Calidad,Cumplimiento de normativa,73.66,Horas
2025-04,Oficial 045,Sucursal 15,Experiencia,Satisfacción del cliente,67.27,Puntos
2025-04,Oficial 045,Sucursal 15,Experiencia,Tasa de reclamos,88.2,%
2025-04,Oficial 045,Sucursal 15,Experiencia,Tiempo de espera,66.24,Horas
2025-04,Oficial 046,Sucursal 16,Eficiencia,Tiempo de procesamiento,95.84,Horas
2025-04,Oficial 046,Sucursal 16,Eficiencia,Clientes atendidos por hora,84.12,Horas
2025-04,Oficial 046,Sucursal 16,Eficiencia,Tasa de errores,73.19,%
2025-04,Oficial 046,Sucursal 16,Calidad,Revisión manual necesaria,95.53,Horas
2025-04,Oficial 046,Sucursal 16,Calidad,Tasa de rechazo,86.16,%
2025-04,Oficial 046,Sucursal 16,Calidad,Cumplimiento de normativa,62.87,Horas
2025-04,Oficial 046,Sucursal 16,Experiencia,Satisfacción del cliente,66.49,Puntos
2025-04,Oficial 046,Sucursal 16,Experiencia,Tasa de reclamos,95.67,%
2025-04,Oficial 046,Sucursal 16,Experiencia,Tiempo de espera,93.37,Horas
2025-04,Oficial 047,Sucursal 16,Eficiencia,Tiempo de procesamiento,77.54,Horas
2025-04,Oficial 047,Sucursal 16,Eficiencia,Clientes atendidos por hora,60.18,Horas
2025-04,Oficial 047,Sucursal 16,Eficiencia,Tasa de errores,75.3,%
2025-04,Oficial 047,Sucursal 16,Calidad,Revisión manual necesaria,91.86,Horas
2025-04,Oficial 047,Sucursal 16,Calidad,Tasa de rechazo,75.09,%
2025-04,Oficial 047,Sucursal 16,Calidad,Cumplimiento de normativa,78.95,Horas
2025-04,Oficial 047,Sucursal 16,Experiencia,Satisfacción del cliente,79.88,Puntos
2025-04,Oficial 047,Sucursal 16,Experiencia,Tasa de reclamos,83.69,%
2025-04,Oficial 047,Sucursal 16,Experiencia,Tiempo de espera,81.63,Horas
2025-04,Oficial 048,Sucursal 16,Eficiencia,Tiempo de procesamiento,70.17,Horas
2025-04,Oficial 048,Sucursal 16,Eficiencia,Clientes atendidos por hora,83.67,Horas
2025-04,Oficial 048,Sucursal 16,Eficiencia,Tasa de errores,79.49,%
2025-04,Oficial 048,Sucursal 16,Calidad,Revisión manual necesaria,99.67,Horas
2025-04,Oficial 048,Sucursal 16,Calidad,Tasa de rechazo,78.67,%
2025-04,Oficial 048,Sucursal 16,Calidad,Cumplimiento de normativa,78.1,Horas
2025-04,Oficial 048,Sucursal 16,Experiencia,Satisfacción del cliente,68.79,Puntos
2025-04,Oficial 048,Sucursal 16,Experiencia,Tasa de reclamos,80.56,%
2025-04,Oficial 048,Sucursal 16,Experiencia,Tiempo de espera,98.66,Horas
2025-04,Oficial 049,Sucursal 17,Eficiencia,Tiempo de procesamiento,70.43,Horas
2025-04,Oficial 049,Sucursal 17,Eficiencia,Clientes atendidos por hora,75.68,Horas
2025-04,Oficial 049,Sucursal 17,Eficiencia,Tasa de errores,85.68,%
2025-04,Oficial 049,Sucursal 17,Calidad,Revisión manual necesaria,88.28,Horas
2025-04,Oficial 049,Sucursal 17,Calidad,Tasa de rechazo,96.14,%
2025-04,Oficial 049,Sucursal 17,Calidad,Cumplimiento de normativa,72.26,Horas
2025-04,Oficial 049,Sucursal 17,Experiencia,Satisfacción del cliente,65.11,Puntos
2025-04,Oficial 049,Sucursal 17,Experiencia,Tasa de reclamos,74.27,%
2025-04,Oficial 049,Sucursal 17,Experiencia,Tiempo de espera,67.26,Horas
2025-04,Oficial 050,Sucursal 17,Eficiencia,Tiempo de procesamiento,65.9,Horas
2025-04,Oficial 050,Sucursal 17,Eficiencia,Clientes atendidos por hora,96.01,Horas
2025-04,Oficial 050,Sucursal 17,Eficiencia,Tasa de errores,87.14,%
2025-04,Oficial 050,Sucursal 17,Calidad,Revisión manual necesaria,63.15,Horas
2025-04,Oficial 050,Sucursal 17,Calidad,Tasa de rechazo,90.6,%
2025-04,Oficial 050,Sucursal 17,Calidad,Cumplimiento de normativa,68.92,Horas
